in s,C1 in V
-2.6542541E+00,-5.12695E-03
-2.6542080E+00,-6.59180E-03
-2.6541619E+00,-4.63867E-03
-2.6541158E+00,-6.59180E-03
-2.6540698E+00,-3.66211E-03
-2.6540237E+00,-7.08008E-03
-2.6539776E+00,-5.61523E-03
-2.6539315E+00,-7.08008E-03
-2.6538854E+00,-7.08008E-03
-2.6538394E+00,-5.61523E-03
-2.6537933E+00,-6.10352E-03
-2.6537472E+00,-4.63867E-03
-2.6537011E+00,-6.59180E-03
-2.6536550E+00,-3.66211E-03
-2.6536090E+00,-3.66211E-03
-2.6535629E+00,-8.05664E-03
-2.6535168E+00,-3.66211E-03
-2.6534707E+00,-4.15039E-03
-2.6534246E+00,-6.59180E-03
-2.6533786E+00,-5.12695E-03
-2.6533325E+00,-3.66211E-03
-2.6532864E+00,-5.61523E-03
-2.6532403E+00,-5.12695E-03
-2.6531942E+00,-6.59180E-03
-2.6531482E+00,-5.12695E-03
-2.6531021E+00,-7.08008E-03
-2.6530560E+00,-6.59180E-03
-2.6530099E+00,-3.66211E-03
-2.6529638E+00,-5.61523E-03
-2.6529178E+00,-5.12695E-03
-2.6528717E+00,-8.05664E-03
-2.6528256E+00,-4.63867E-03
-2.6527795E+00,-5.61523E-03
-2.6527334E+00,-5.61523E-03
-2.6526874E+00,-4.63867E-03
-2.6526413E+00,-5.12695E-03
-2.6525952E+00,-6.59180E-03
-2.6525491E+00,-2.68555E-03
-2.6525030E+00,-4.15039E-03
-2.6524570E+00,-2.68555E-03
-2.6524109E+00,-6.10352E-03
-2.6523648E+00,-3.66211E-03
-2.6523187E+00,-5.61523E-03
-2.6522726E+00,-6.10352E-03
-2.6522266E+00,-3.17383E-03
-2.6521805E+00,-6.59180E-03
-2.6521344E+00,-6.59180E-03
-2.6520883E+00,-6.59180E-03
-2.6520422E+00,-4.15039E-03
-2.6519962E+00,-5.12695E-03
-2.6519501E+00,-4.15039E-03
-2.6519040E+00,-5.12695E-03
-2.6518579E+00,-3.66211E-03
-2.6518118E+00,-4.63867E-03
-2.6517658E+00,-5.61523E-03
-2.6517197E+00,-6.10352E-03
-2.6516736E+00,-5.61523E-03
-2.6516275E+00,-6.59180E-03
-2.6515814E+00,-5.61523E-03
-2.6515354E+00,-4.63867E-03
-2.6514893E+00,-7.08008E-03
-2.6514432E+00,-4.63867E-03
-2.6513971E+00,-5.61523E-03
-2.6513510E+00,-4.63867E-03
-2.6513050E+00,-3.66211E-03
-2.6512589E+00,-5.61523E-03
-2.6512128E+00,-4.63867E-03
-2.6511667E+00,-2.44141E-04
-2.6511206E+00,-5.12695E-03
-2.6510746E+00,-6.10352E-03
-2.6510285E+00,-3.66211E-03
-2.6509824E+00,-5.61523E-03
-2.6509363E+00,-2.68555E-03
-2.6508902E+00,-6.10352E-03
-2.6508442E+00,-6.10352E-03
-2.6507981E+00,-8.05664E-03
-2.6507520E+00,-5.12695E-03
-2.6507059E+00,-2.68555E-03
-2.6506598E+00,-5.61523E-03
-2.6506138E+00,-5.12695E-03
-2.6505677E+00,-8.05664E-03
-2.6505216E+00,-4.63867E-03
-2.6504755E+00,-6.59180E-03
-2.6504294E+00,-3.66211E-03
-2.6503834E+00,-4.63867E-03
-2.6503373E+00,-7.08008E-03
-2.6502912E+00,-6.59180E-03
-2.6502451E+00,-1.39160E-02
-2.6501990E+00,-5.12695E-03
-2.6501530E+00,-4.63867E-03
-2.6501069E+00,-3.66211E-03
-2.6500608E+00,-8.54492E-03
-2.6500147E+00,-7.08008E-03
-2.6499686E+00,-5.61523E-03
-2.6499226E+00,-5.12695E-03
-2.6498765E+00,-5.61523E-03
-2.6498304E+00,-7.08008E-03
-2.6497843E+00,-5.61523E-03
-2.6497382E+00,-4.63867E-03
-2.6496922E+00,-5.61523E-03
-2.6496461E+00,-3.66211E-03
-2.6496000E+00,-4.63867E-03
-2.6495539E+00,-1.34277E-02
-2.6495078E+00,-2.19727E-03
-2.6494618E+00,-4.63867E-03
-2.6494157E+00,-3.17383E-03
-2.6493696E+00,-4.15039E-03
-2.6493235E+00,-4.63867E-03
-2.6492774E+00,-6.59180E-03
-2.6492314E+00,-3.66211E-03
-2.6491853E+00,-4.63867E-03
-2.6491392E+00,-5.12695E-03
-2.6490931E+00,-2.68555E-03
-2.6490470E+00,-5.12695E-03
-2.6490010E+00,-9.03320E-03
-2.6489549E+00,-5.61523E-03
-2.6489088E+00,-1.70898E-03
-2.6488627E+00,-4.15039E-03
-2.6488166E+00,-4.15039E-03
-2.6487706E+00,-5.61523E-03
-2.6487245E+00,-5.12695E-03
-2.6486784E+00,-5.61523E-03
-2.6486323E+00,-5.61523E-03
-2.6485862E+00,-6.10352E-03
-2.6485402E+00,-6.10352E-03
-2.6484941E+00,-6.10352E-03
-2.6484480E+00,-6.59180E-03
-2.6484019E+00,-5.12695E-03
-2.6483558E+00,-3.66211E-03
-2.6483098E+00,-7.08008E-03
-2.6482637E+00,-3.66211E-03
-2.6482176E+00,-3.66211E-03
-2.6481715E+00,-6.59180E-03
-2.6481254E+00,-5.12695E-03
-2.6480794E+00,-5.61523E-03
-2.6480333E+00,-2.68555E-03
-2.6479872E+00,-5.61523E-03
-2.6479411E+00,-6.10352E-03
-2.6478950E+00,-3.66211E-03
-2.6478490E+00,-6.59180E-03
-2.6478029E+00,-4.15039E-03
-2.6477568E+00,-4.63867E-03
-2.6477107E+00,-4.63867E-03
-2.6476646E+00,-8.54492E-03
-2.6476186E+00,-5.12695E-03
-2.6475725E+00,-3.66211E-03
-2.6475264E+00,-4.15039E-03
-2.6474803E+00,-5.61523E-03
-2.6474342E+00,-3.66211E-03
-2.6473882E+00,-5.12695E-03
-2.6473421E+00,-6.10352E-03
-2.6472960E+00,-4.63867E-03
-2.6472499E+00,-5.61523E-03
-2.6472038E+00,-5.12695E-03
-2.6471578E+00,-3.66211E-03
-2.6471117E+00,-5.61523E-03
-2.6470656E+00,-4.15039E-03
-2.6470195E+00,-2.44141E-04
-2.6469734E+00,-7.08008E-03
-2.6469274E+00,-5.12695E-03
-2.6468813E+00,-5.61523E-03
-2.6468352E+00,-3.66211E-03
-2.6467891E+00,-6.10352E-03
-2.6467430E+00,-5.12695E-03
-2.6466970E+00,-7.08008E-03
-2.6466509E+00,-5.12695E-03
-2.6466048E+00,-2.44141E-04
-2.6465587E+00,-5.12695E-03
-2.6465126E+00,-6.10352E-03
-2.6464666E+00,-6.59180E-03
-2.6464205E+00,-5.61523E-03
-2.6463744E+00,-4.15039E-03
-2.6463283E+00,-3.17383E-03
-2.6462822E+00,-5.12695E-03
-2.6462362E+00,-6.59180E-03
-2.6461901E+00,-4.15039E-03
-2.6461440E+00,-5.61523E-03
-2.6460979E+00,-5.61523E-03
-2.6460518E+00,-3.66211E-03
-2.6460058E+00,-6.10352E-03
-2.6459597E+00,-6.59180E-03
-2.6459136E+00,-4.63867E-03
-2.6458675E+00,-5.12695E-03
-2.6458214E+00,-5.12695E-03
-2.6457754E+00,-3.66211E-03
-2.6457293E+00,-5.12695E-03
-2.6456832E+00,-7.08008E-03
-2.6456371E+00,-2.68555E-03
-2.6455910E+00,-6.10352E-03
-2.6455450E+00,-5.12695E-03
-2.6454989E+00,-4.15039E-03
-2.6454528E+00,-6.10352E-03
-2.6454067E+00,-6.10352E-03
-2.6453606E+00,-5.61523E-03
-2.6453146E+00,-7.08008E-03
-2.6452685E+00,-4.63867E-03
-2.6452224E+00,-6.10352E-03
-2.6451763E+00,-5.12695E-03
-2.6451302E+00,-3.66211E-03
-2.6450842E+00,-3.66211E-03
-2.6450381E+00,-5.61523E-03
-2.6449920E+00,-6.10352E-03
-2.6449459E+00,-2.19727E-03
-2.6448998E+00,-5.61523E-03
-2.6448538E+00,-5.12695E-03
-2.6448077E+00,-5.12695E-03
-2.6447616E+00,-4.15039E-03
-2.6447155E+00,-4.63867E-03
-2.6446694E+00,-4.15039E-03
-2.6446234E+00,-3.66211E-03
-2.6445773E+00,-4.63867E-03
-2.6445312E+00,-6.10352E-03
-2.6444851E+00,-2.68555E-03
-2.6444390E+00,-5.61523E-03
-2.6443930E+00,-3.66211E-03
-2.6443469E+00,-4.15039E-03
-2.6443008E+00,-5.61523E-03
-2.6442547E+00,-6.59180E-03
-2.6442086E+00,-5.12695E-03
-2.6441626E+00,-5.61523E-03
-2.6441165E+00,-5.12695E-03
-2.6440704E+00,-5.12695E-03
-2.6440243E+00,-4.63867E-03
-2.6439782E+00,-5.12695E-03
-2.6439322E+00,-7.08008E-03
-2.6438861E+00,-5.61523E-03
-2.6438400E+00,-2.19727E-03
-2.6437939E+00,-5.12695E-03
-2.6437478E+00,-5.12695E-03
-2.6437018E+00,-5.12695E-03
-2.6436557E+00,-4.15039E-03
-2.6436096E+00,-5.61523E-03
-2.6435635E+00,-4.15039E-03
-2.6435174E+00,-5.12695E-03
-2.6434714E+00,-4.63867E-03
-2.6434253E+00,-5.12695E-03
-2.6433792E+00,-6.10352E-03
-2.6433331E+00,-5.12695E-03
-2.6432870E+00,-2.19727E-03
-2.6432410E+00,-5.12695E-03
-2.6431949E+00,-3.66211E-03
-2.6431488E+00,-6.59180E-03
-2.6431027E+00,-5.61523E-03
-2.6430566E+00,-5.61523E-03
-2.6430106E+00,-4.63867E-03
-2.6429645E+00,-5.61523E-03
-2.6429184E+00,-1.70898E-03
-2.6428723E+00,-2.68555E-03
-2.6428262E+00,-4.63867E-03
-2.6427802E+00,-6.10352E-03
-2.6427341E+00,-5.61523E-03
-2.6426880E+00,-4.15039E-03
-2.6426419E+00,-3.17383E-03
-2.6425958E+00,-4.63867E-03
-2.6425498E+00,-5.61523E-03
-2.6425037E+00,-3.66211E-03
-2.6424576E+00,-4.63867E-03
-2.6424115E+00,-3.66211E-03
-2.6423654E+00,-5.12695E-03
-2.6423194E+00,-5.12695E-03
-2.6422733E+00,-3.66211E-03
-2.6422272E+00,-6.59180E-03
-2.6421811E+00,-4.63867E-03
-2.6421350E+00,-7.08008E-03
-2.6420890E+00,-6.59180E-03
-2.6420429E+00,-3.17383E-03
-2.6419968E+00,-9.52148E-03
-2.6419507E+00,-6.59180E-03
-2.6419046E+00,-5.12695E-03
-2.6418586E+00,-5.12695E-03
-2.6418125E+00,-6.10352E-03
-2.6417664E+00,-5.12695E-03
-2.6417203E+00,-4.63867E-03
-2.6416742E+00,-4.63867E-03
-2.6416282E+00,-5.12695E-03
-2.6415821E+00,-5.61523E-03
-2.6415360E+00,-5.61523E-03
-2.6414899E+00,-4.15039E-03
-2.6414438E+00,-5.61523E-03
-2.6413978E+00,-5.61523E-03
-2.6413517E+00,-5.61523E-03
-2.6413056E+00,-7.08008E-03
-2.6412595E+00,-6.10352E-03
-2.6412134E+00,-4.15039E-03
-2.6411674E+00,-5.12695E-03
-2.6411213E+00,-5.12695E-03
-2.6410752E+00,-6.59180E-03
-2.6410291E+00,-5.12695E-03
-2.6409830E+00,-5.61523E-03
-2.6409370E+00,-5.12695E-03
-2.6408909E+00,-6.10352E-03
-2.6408448E+00,-7.56836E-03
-2.6407987E+00,-5.61523E-03
-2.6407526E+00,-6.10352E-03
-2.6407066E+00,-3.66211E-03
-2.6406605E+00,-3.66211E-03
-2.6406144E+00,-3.66211E-03
-2.6405683E+00,-5.12695E-03
-2.6405222E+00,-5.12695E-03
-2.6404762E+00,-4.15039E-03
-2.6404301E+00,-8.05664E-03
-2.6403840E+00,-3.66211E-03
-2.6403379E+00,-4.15039E-03
-2.6402918E+00,-5.61523E-03
-2.6402458E+00,-6.59180E-03
-2.6401997E+00,-6.59180E-03
-2.6401536E+00,-8.05664E-03
-2.6401075E+00,-3.66211E-03
-2.6400614E+00,-5.12695E-03
-2.6400154E+00,-6.10352E-03
-2.6399693E+00,-3.66211E-03
-2.6399232E+00,-7.08008E-03
-2.6398771E+00,-6.10352E-03
-2.6398310E+00,-5.12695E-03
-2.6397850E+00,-3.66211E-03
-2.6397389E+00,-2.19727E-03
-2.6396928E+00,-6.10352E-03
-2.6396467E+00,-3.66211E-03
-2.6396006E+00,-6.59180E-03
-2.6395546E+00,-6.10352E-03
-2.6395085E+00,-5.12695E-03
-2.6394624E+00,-4.63867E-03
-2.6394163E+00,-5.12695E-03
-2.6393702E+00,-5.12695E-03
-2.6393242E+00,-2.68555E-03
-2.6392781E+00,-5.61523E-03
-2.6392320E+00,-9.03320E-03
-2.6391859E+00,-5.12695E-03
-2.6391398E+00,-5.61523E-03
-2.6390938E+00,-5.61523E-03
-2.6390477E+00,-4.15039E-03
-2.6390016E+00,-5.61523E-03
-2.6389555E+00,-4.63867E-03
-2.6389094E+00,-6.10352E-03
-2.6388634E+00,-5.61523E-03
-2.6388173E+00,-4.15039E-03
-2.6387712E+00,-5.12695E-03
-2.6387251E+00,-5.12695E-03
-2.6386790E+00,-2.68555E-03
-2.6386330E+00,-3.66211E-03
-2.6385869E+00,-5.61523E-03
-2.6385408E+00,-6.10352E-03
-2.6384947E+00,-4.15039E-03
-2.6384486E+00,-6.10352E-03
-2.6384026E+00,-4.63867E-03
-2.6383565E+00,-5.12695E-03
-2.6383104E+00,-6.59180E-03
-2.6382643E+00,-5.61523E-03
-2.6382182E+00,-6.10352E-03
-2.6381722E+00,-4.15039E-03
-2.6381261E+00,-5.12695E-03
-2.6380800E+00,-5.12695E-03
-2.6380339E+00,-4.63867E-03
-2.6379878E+00,1.22070E-03
-2.6379418E+00,-4.15039E-03
-2.6378957E+00,-7.08008E-03
-2.6378496E+00,-6.10352E-03
-2.6378035E+00,-5.12695E-03
-2.6377574E+00,-4.63867E-03
-2.6377114E+00,-8.05664E-03
-2.6376653E+00,-5.12695E-03
-2.6376192E+00,-4.63867E-03
-2.6375731E+00,-6.10352E-03
-2.6375270E+00,-4.15039E-03
-2.6374810E+00,-5.12695E-03
-2.6374349E+00,-5.12695E-03
-2.6373888E+00,-3.66211E-03
-2.6373427E+00,-4.15039E-03
-2.6372966E+00,-3.66211E-03
-2.6372506E+00,-5.61523E-03
-2.6372045E+00,-4.15039E-03
-2.6371584E+00,-6.59180E-03
-2.6371123E+00,-5.12695E-03
-2.6370662E+00,-6.10352E-03
-2.6370202E+00,-4.15039E-03
-2.6369741E+00,-5.12695E-03
-2.6369280E+00,-6.59180E-03
-2.6368819E+00,-4.63867E-03
-2.6368358E+00,-5.12695E-03
-2.6367898E+00,-3.66211E-03
-2.6367437E+00,-5.12695E-03
-2.6366976E+00,-3.17383E-03
-2.6366515E+00,-5.12695E-03
-2.6366054E+00,-4.63867E-03
-2.6365594E+00,-7.08008E-03
-2.6365133E+00,-7.08008E-03
-2.6364672E+00,-7.08008E-03
-2.6364211E+00,-5.12695E-03
-2.6363750E+00,-6.10352E-03
-2.6363290E+00,-6.59180E-03
-2.6362829E+00,-6.59180E-03
-2.6362368E+00,-6.59180E-03
-2.6361907E+00,-6.10352E-03
-2.6361446E+00,-4.63867E-03
-2.6360986E+00,-5.61523E-03
-2.6360525E+00,-3.66211E-03
-2.6360064E+00,-6.10352E-03
-2.6359603E+00,-3.66211E-03
-2.6359142E+00,-6.10352E-03
-2.6358682E+00,-4.63867E-03
-2.6358221E+00,-4.63867E-03
-2.6357760E+00,-6.59180E-03
-2.6357299E+00,-6.59180E-03
-2.6356838E+00,-4.15039E-03
-2.6356378E+00,-4.15039E-03
-2.6355917E+00,-5.61523E-03
-2.6355456E+00,-5.61523E-03
-2.6354995E+00,-4.63867E-03
-2.6354534E+00,-2.68555E-03
-2.6354074E+00,-5.12695E-03
-2.6353613E+00,-6.10352E-03
-2.6353152E+00,-5.12695E-03
-2.6352691E+00,-7.08008E-03
-2.6352230E+00,-4.63867E-03
-2.6351770E+00,-6.10352E-03
-2.6351309E+00,-5.12695E-03
-2.6350848E+00,-5.61523E-03
-2.6350387E+00,-7.08008E-03
-2.6349926E+00,-8.05664E-03
-2.6349466E+00,-3.66211E-03
-2.6349005E+00,-6.59180E-03
-2.6348544E+00,-5.61523E-03
-2.6348083E+00,-5.12695E-03
-2.6347622E+00,-5.61523E-03
-2.6347162E+00,-5.12695E-03
-2.6346701E+00,-5.61523E-03
-2.6346240E+00,-5.12695E-03
-2.6345779E+00,-7.08008E-03
-2.6345318E+00,-4.15039E-03
-2.6344858E+00,-5.61523E-03
-2.6344397E+00,-5.61523E-03
-2.6343936E+00,-5.61523E-03
-2.6343475E+00,-6.10352E-03
-2.6343014E+00,-5.12695E-03
-2.6342554E+00,-6.59180E-03
-2.6342093E+00,-3.17383E-03
-2.6341632E+00,-8.05664E-03
-2.6341171E+00,-4.63867E-03
-2.6340710E+00,-4.63867E-03
-2.6340250E+00,-5.12695E-03
-2.6339789E+00,-5.12695E-03
-2.6339328E+00,-6.10352E-03
-2.6338867E+00,-4.63867E-03
-2.6338406E+00,-4.63867E-03
-2.6337946E+00,2.44141E-04
-2.6337485E+00,-7.08008E-03
-2.6337024E+00,-4.63867E-03
-2.6336563E+00,-5.61523E-03
-2.6336102E+00,-4.63867E-03
-2.6335642E+00,-4.63867E-03
-2.6335181E+00,-4.63867E-03
-2.6334720E+00,-5.12695E-03
-2.6334259E+00,-5.61523E-03
-2.6333798E+00,-2.68555E-03
-2.6333338E+00,-1.14746E-02
-2.6332877E+00,-4.15039E-03
-2.6332416E+00,-5.12695E-03
-2.6331955E+00,-4.63867E-03
-2.6331494E+00,-5.12695E-03
-2.6331034E+00,-6.10352E-03
-2.6330573E+00,-4.15039E-03
-2.6330112E+00,-6.10352E-03
-2.6329651E+00,-6.59180E-03
-2.6329190E+00,-3.17383E-03
-2.6328730E+00,-5.12695E-03
-2.6328269E+00,-6.10352E-03
-2.6327808E+00,-5.61523E-03
-2.6327347E+00,-5.61523E-03
-2.6326886E+00,-3.17383E-03
-2.6326426E+00,-4.63867E-03
-2.6325965E+00,-3.66211E-03
-2.6325504E+00,-6.59180E-03
-2.6325043E+00,-6.59180E-03
-2.6324582E+00,-6.59180E-03
-2.6324122E+00,-4.63867E-03
-2.6323661E+00,-4.15039E-03
-2.6323200E+00,-6.10352E-03
-2.6322739E+00,-5.61523E-03
-2.6322278E+00,-5.12695E-03
-2.6321818E+00,-5.61523E-03
-2.6321357E+00,-5.61523E-03
-2.6320896E+00,-5.12695E-03
-2.6320435E+00,-3.17383E-03
-2.6319974E+00,-5.61523E-03
-2.6319514E+00,-4.63867E-03
-2.6319053E+00,-4.63867E-03
-2.6318592E+00,-6.59180E-03
-2.6318131E+00,-5.12695E-03
-2.6317670E+00,-5.61523E-03
-2.6317210E+00,-5.12695E-03
-2.6316749E+00,-5.12695E-03
-2.6316288E+00,-5.12695E-03
-2.6315827E+00,-7.08008E-03
-2.6315366E+00,-4.63867E-03
-2.6314906E+00,-6.10352E-03
-2.6314445E+00,-6.59180E-03
-2.6313984E+00,-5.12695E-03
-2.6313523E+00,-4.63867E-03
-2.6313062E+00,-5.12695E-03
-2.6312602E+00,-4.63867E-03
-2.6312141E+00,-7.08008E-03
-2.6311680E+00,-5.61523E-03
-2.6311219E+00,-5.12695E-03
-2.6310758E+00,-6.59180E-03
-2.6310298E+00,-4.15039E-03
-2.6309837E+00,-3.66211E-03
-2.6309376E+00,-5.61523E-03
-2.6308915E+00,-6.59180E-03
-2.6308454E+00,-5.12695E-03
-2.6307994E+00,-4.15039E-03
-2.6307533E+00,-6.10352E-03
-2.6307072E+00,-7.08008E-03
-2.6306611E+00,-5.12695E-03
-2.6306150E+00,-4.63867E-03
-2.6305690E+00,-6.59180E-03
-2.6305229E+00,-6.10352E-03
-2.6304768E+00,-5.12695E-03
-2.6304307E+00,-5.61523E-03
-2.6303846E+00,-4.63867E-03
-2.6303386E+00,-7.08008E-03
-2.6302925E+00,-6.10352E-03
-2.6302464E+00,-4.63867E-03
-2.6302003E+00,-1.19629E-02
-2.6301542E+00,-1.22070E-03
-2.6301082E+00,-5.12695E-03
-2.6300621E+00,-6.59180E-03
-2.6300160E+00,-5.61523E-03
-2.6299699E+00,-3.66211E-03
-2.6299238E+00,-5.12695E-03
-2.6298778E+00,-4.15039E-03
-2.6298317E+00,-4.15039E-03
-2.6297856E+00,-3.66211E-03
-2.6297395E+00,-5.12695E-03
-2.6296934E+00,-5.12695E-03
-2.6296474E+00,-4.15039E-03
-2.6296013E+00,-6.59180E-03
-2.6295552E+00,-7.08008E-03
-2.6295091E+00,-5.61523E-03
-2.6294630E+00,-5.61523E-03
-2.6294170E+00,-5.61523E-03
-2.6293709E+00,-5.61523E-03
-2.6293248E+00,-5.12695E-03
-2.6292787E+00,-7.08008E-03
-2.6292326E+00,-4.63867E-03
-2.6291866E+00,-6.10352E-03
-2.6291405E+00,-4.63867E-03
-2.6290944E+00,-5.61523E-03
-2.6290483E+00,-3.66211E-03
-2.6290022E+00,-5.12695E-03
-2.6289562E+00,-3.66211E-03
-2.6289101E+00,-4.63867E-03
-2.6288640E+00,-5.61523E-03
-2.6288179E+00,-7.32422E-04
-2.6287718E+00,-5.61523E-03
-2.6287258E+00,-5.61523E-03
-2.6286797E+00,-4.15039E-03
-2.6286336E+00,-5.61523E-03
-2.6285875E+00,-4.15039E-03
-2.6285414E+00,-7.08008E-03
-2.6284954E+00,-4.63867E-03
-2.6284493E+00,-5.61523E-03
-2.6284032E+00,-2.19727E-03
-2.6283571E+00,-5.12695E-03
-2.6283110E+00,-5.61523E-03
-2.6282650E+00,-5.12695E-03
-2.6282189E+00,-6.59180E-03
-2.6281728E+00,-5.61523E-03
-2.6281267E+00,-7.08008E-03
-2.6280806E+00,-5.12695E-03
-2.6280346E+00,-5.61523E-03
-2.6279885E+00,2.44141E-04
-2.6279424E+00,-5.61523E-03
-2.6278963E+00,-5.61523E-03
-2.6278502E+00,-6.59180E-03
-2.6278042E+00,-5.12695E-03
-2.6277581E+00,-6.10352E-03
-2.6277120E+00,-4.15039E-03
-2.6276659E+00,-4.63867E-03
-2.6276198E+00,-4.63867E-03
-2.6275738E+00,-6.10352E-03
-2.6275277E+00,-4.15039E-03
-2.6274816E+00,-6.10352E-03
-2.6274355E+00,-4.15039E-03
-2.6273894E+00,-5.61523E-03
-2.6273434E+00,-3.66211E-03
-2.6272973E+00,-6.10352E-03
-2.6272512E+00,-4.63867E-03
-2.6272051E+00,-5.12695E-03
-2.6271590E+00,-5.61523E-03
-2.6271130E+00,-1.04980E-02
-2.6270669E+00,-6.10352E-03
-2.6270208E+00,-4.63867E-03
-2.6269747E+00,-5.61523E-03
-2.6269286E+00,-3.66211E-03
-2.6268826E+00,-5.61523E-03
-2.6268365E+00,-4.15039E-03
-2.6267904E+00,-6.10352E-03
-2.6267443E+00,-5.12695E-03
-2.6266982E+00,-5.12695E-03
-2.6266522E+00,-5.12695E-03
-2.6266061E+00,-6.10352E-03
-2.6265600E+00,-5.12695E-03
-2.6265139E+00,-6.10352E-03
-2.6264678E+00,-6.10352E-03
-2.6264218E+00,-7.08008E-03
-2.6263757E+00,-3.17383E-03
-2.6263296E+00,-5.61523E-03
-2.6262835E+00,-5.12695E-03
-2.6262374E+00,-1.70898E-03
-2.6261914E+00,-4.15039E-03
-2.6261453E+00,-5.61523E-03
-2.6260992E+00,-1.39160E-02
-2.6260531E+00,-2.68555E-03
-2.6260070E+00,-6.59180E-03
-2.6259610E+00,-6.10352E-03
-2.6259149E+00,-5.12695E-03
-2.6258688E+00,-3.66211E-03
-2.6258227E+00,-4.15039E-03
-2.6257766E+00,-5.61523E-03
-2.6257306E+00,-5.12695E-03
-2.6256845E+00,-6.10352E-03
-2.6256384E+00,-6.59180E-03
-2.6255923E+00,-4.15039E-03
-2.6255462E+00,-8.54492E-03
-2.6255002E+00,-5.61523E-03
-2.6254541E+00,-7.08008E-03
-2.6254080E+00,-4.15039E-03
-2.6253619E+00,-7.56836E-03
-2.6253158E+00,-5.12695E-03
-2.6252698E+00,-4.63867E-03
-2.6252237E+00,-7.08008E-03
-2.6251776E+00,-2.19727E-03
-2.6251315E+00,-6.59180E-03
-2.6250854E+00,-5.12695E-03
-2.6250394E+00,-3.66211E-03
-2.6249933E+00,-3.17383E-03
-2.6249472E+00,-5.12695E-03
-2.6249011E+00,-3.66211E-03
-2.6248550E+00,-3.66211E-03
-2.6248090E+00,-4.15039E-03
-2.6247629E+00,-6.10352E-03
-2.6247168E+00,-4.63867E-03
-2.6246707E+00,-6.10352E-03
-2.6246246E+00,-4.15039E-03
-2.6245786E+00,-3.17383E-03
-2.6245325E+00,-4.15039E-03
-2.6244864E+00,-3.66211E-03
-2.6244403E+00,-5.61523E-03
-2.6243942E+00,-4.63867E-03
-2.6243482E+00,-6.59180E-03
-2.6243021E+00,-6.10352E-03
-2.6242560E+00,-4.15039E-03
-2.6242099E+00,-6.10352E-03
-2.6241638E+00,-6.10352E-03
-2.6241178E+00,-5.61523E-03
-2.6240717E+00,-5.12695E-03
-2.6240256E+00,-3.66211E-03
-2.6239795E+00,-4.63867E-03
-2.6239334E+00,-5.61523E-03
-2.6238874E+00,-4.15039E-03
-2.6238413E+00,-5.12695E-03
-2.6237952E+00,-4.63867E-03
-2.6237491E+00,-7.08008E-03
-2.6237030E+00,-5.12695E-03
-2.6236570E+00,-5.61523E-03
-2.6236109E+00,-6.10352E-03
-2.6235648E+00,-2.68555E-03
-2.6235187E+00,-5.12695E-03
-2.6234726E+00,-4.15039E-03
-2.6234266E+00,-3.66211E-03
-2.6233805E+00,-6.59180E-03
-2.6233344E+00,-5.12695E-03
-2.6232883E+00,-2.19727E-03
-2.6232422E+00,-3.66211E-03
-2.6231962E+00,-4.63867E-03
-2.6231501E+00,-5.61523E-03
-2.6231040E+00,-7.56836E-03
-2.6230579E+00,-6.10352E-03
-2.6230118E+00,-4.63867E-03
-2.6229658E+00,-5.12695E-03
-2.6229197E+00,-5.12695E-03
-2.6228736E+00,-6.59180E-03
-2.6228275E+00,-6.59180E-03
-2.6227814E+00,-5.12695E-03
-2.6227354E+00,-6.10352E-03
-2.6226893E+00,-5.12695E-03
-2.6226432E+00,-5.12695E-03
-2.6225971E+00,-5.12695E-03
-2.6225510E+00,-6.10352E-03
-2.6225050E+00,-4.63867E-03
-2.6224589E+00,-3.66211E-03
-2.6224128E+00,-5.61523E-03
-2.6223667E+00,-3.66211E-03
-2.6223206E+00,-2.68555E-03
-2.6222746E+00,-4.15039E-03
-2.6222285E+00,-5.12695E-03
-2.6221824E+00,-7.08008E-03
-2.6221363E+00,-4.63867E-03
-2.6220902E+00,-5.12695E-03
-2.6220442E+00,-3.66211E-03
-2.6219981E+00,-9.03320E-03
-2.6219520E+00,-7.08008E-03
-2.6219059E+00,-7.08008E-03
-2.6218598E+00,-5.12695E-03
-2.6218138E+00,-5.12695E-03
-2.6217677E+00,-6.59180E-03
-2.6217216E+00,-3.66211E-03
-2.6216755E+00,-6.59180E-03
-2.6216294E+00,-5.12695E-03
-2.6215834E+00,-3.17383E-03
-2.6215373E+00,-7.08008E-03
-2.6214912E+00,-6.59180E-03
-2.6214451E+00,-4.15039E-03
-2.6213990E+00,-2.68555E-03
-2.6213530E+00,-5.61523E-03
-2.6213069E+00,-5.61523E-03
-2.6212608E+00,-4.15039E-03
-2.6212147E+00,-6.10352E-03
-2.6211686E+00,-5.12695E-03
-2.6211226E+00,-4.15039E-03
-2.6210765E+00,-1.00098E-02
-2.6210304E+00,-5.61523E-03
-2.6209843E+00,-4.15039E-03
-2.6209382E+00,-6.10352E-03
-2.6208922E+00,-5.61523E-03
-2.6208461E+00,-7.08008E-03
-2.6208000E+00,-5.61523E-03
-2.6207539E+00,-6.10352E-03
-2.6207078E+00,-7.08008E-03
-2.6206618E+00,-3.66211E-03
-2.6206157E+00,-5.12695E-03
-2.6205696E+00,-5.61523E-03
-2.6205235E+00,-5.61523E-03
-2.6204774E+00,-6.10352E-03
-2.6204314E+00,-6.10352E-03
-2.6203853E+00,-6.10352E-03
