in s,C1 in V
1.5294874E+00,-5.61523E-03
1.5295334E+00,-5.12695E-03
1.5295795E+00,-6.10352E-03
1.5296256E+00,-5.12695E-03
1.5296717E+00,-8.05664E-03
1.5297178E+00,-6.10352E-03
1.5297638E+00,-4.63867E-03
1.5298099E+00,-3.17383E-03
1.5298560E+00,-6.59180E-03
1.5299021E+00,-5.12695E-03
1.5299482E+00,-4.63867E-03
1.5299942E+00,-6.59180E-03
1.5300403E+00,-7.32422E-04
1.5300864E+00,-4.15039E-03
1.5301325E+00,-4.63867E-03
1.5301786E+00,-5.12695E-03
1.5302246E+00,-6.59180E-03
1.5302707E+00,-5.61523E-03
1.5303168E+00,-3.66211E-03
1.5303629E+00,-7.08008E-03
1.5304090E+00,-4.63867E-03
1.5304550E+00,-6.10352E-03
1.5305011E+00,-5.61523E-03
1.5305472E+00,-5.12695E-03
1.5305933E+00,-4.15039E-03
1.5306394E+00,-5.61523E-03
1.5306854E+00,-5.12695E-03
1.5307315E+00,-6.10352E-03
1.5307776E+00,-5.61523E-03
1.5308237E+00,-4.63867E-03
1.5308698E+00,-6.10352E-03
1.5309158E+00,-4.15039E-03
1.5309619E+00,-4.15039E-03
1.5310080E+00,-6.10352E-03
1.5310541E+00,-5.12695E-03
1.5311002E+00,-5.61523E-03
1.5311462E+00,-4.15039E-03
1.5311923E+00,-5.12695E-03
1.5312384E+00,-5.61523E-03
1.5312845E+00,-5.12695E-03
1.5313306E+00,-7.08008E-03
1.5313766E+00,-3.66211E-03
1.5314227E+00,-5.61523E-03
1.5314688E+00,-8.54492E-03
1.5315149E+00,-5.61523E-03
1.5315610E+00,-3.66211E-03
1.5316070E+00,-4.63867E-03
1.5316531E+00,-4.63867E-03
1.5316992E+00,-2.19727E-03
1.5317453E+00,-4.63867E-03
1.5317914E+00,-6.10352E-03
1.5318374E+00,-5.12695E-03
1.5318835E+00,-3.66211E-03
1.5319296E+00,-3.66211E-03
1.5319757E+00,-5.12695E-03
1.5320218E+00,-6.59180E-03
1.5320678E+00,-7.56836E-03
1.5321139E+00,-4.15039E-03
1.5321600E+00,-4.15039E-03
1.5322061E+00,-5.61523E-03
1.5322522E+00,-3.66211E-03
1.5322982E+00,-3.66211E-03
1.5323443E+00,-5.61523E-03
1.5323904E+00,-4.63867E-03
1.5324365E+00,-4.63867E-03
1.5324826E+00,-7.08008E-03
1.5325286E+00,-6.59180E-03
1.5325747E+00,-5.61523E-03
1.5326208E+00,-5.12695E-03
1.5326669E+00,-3.17383E-03
1.5327130E+00,-5.61523E-03
1.5327590E+00,-3.66211E-03
1.5328051E+00,-4.15039E-03
1.5328512E+00,-5.61523E-03
1.5328973E+00,-5.61523E-03
1.5329434E+00,-5.12695E-03
1.5329894E+00,-5.61523E-03
1.5330355E+00,-5.61523E-03
1.5330816E+00,-5.12695E-03
1.5331277E+00,-3.66211E-03
1.5331738E+00,-7.56836E-03
1.5332198E+00,-8.05664E-03
1.5332659E+00,-6.59180E-03
1.5333120E+00,-5.12695E-03
1.5333581E+00,-5.12695E-03
1.5334042E+00,-7.08008E-03
1.5334502E+00,-5.12695E-03
1.5334963E+00,-5.61523E-03
1.5335424E+00,-6.10352E-03
1.5335885E+00,-5.61523E-03
1.5336346E+00,-5.12695E-03
1.5336806E+00,-5.12695E-03
1.5337267E+00,-5.61523E-03
1.5337728E+00,-5.12695E-03
1.5338189E+00,-6.10352E-03
1.5338650E+00,-7.08008E-03
1.5339110E+00,-6.10352E-03
1.5339571E+00,-4.15039E-03
1.5340032E+00,-2.19727E-03
1.5340493E+00,-4.15039E-03
1.5340954E+00,-5.61523E-03
1.5341414E+00,-5.61523E-03
1.5341875E+00,-5.61523E-03
1.5342336E+00,-3.66211E-03
1.5342797E+00,-5.12695E-03
1.5343258E+00,-5.61523E-03
1.5343718E+00,-7.08008E-03
1.5344179E+00,-5.61523E-03
1.5344640E+00,-5.12695E-03
1.5345101E+00,-4.63867E-03
1.5345562E+00,-3.66211E-03
1.5346022E+00,-5.12695E-03
1.5346483E+00,-5.12695E-03
1.5346944E+00,-4.63867E-03
1.5347405E+00,-6.10352E-03
1.5347866E+00,-5.12695E-03
1.5348326E+00,-7.08008E-03
1.5348787E+00,-4.63867E-03
1.5349248E+00,-6.10352E-03
1.5349709E+00,-4.63867E-03
1.5350170E+00,-6.59180E-03
1.5350630E+00,-5.61523E-03
1.5351091E+00,-5.12695E-03
1.5351552E+00,-5.12695E-03
1.5352013E+00,-7.08008E-03
1.5352474E+00,-5.61523E-03
1.5352934E+00,-6.10352E-03
1.5353395E+00,-5.61523E-03
1.5353856E+00,-7.08008E-03
1.5354317E+00,-2.68555E-03
1.5354778E+00,-5.12695E-03
1.5355238E+00,-5.12695E-03
1.5355699E+00,-5.12695E-03
1.5356160E+00,-4.63867E-03
1.5356621E+00,-6.10352E-03
1.5357082E+00,-5.61523E-03
1.5357542E+00,-5.12695E-03
1.5358003E+00,-6.59180E-03
1.5358464E+00,-3.66211E-03
1.5358925E+00,-1.29395E-02
1.5359386E+00,-6.10352E-03
1.5359846E+00,-6.59180E-03
1.5360307E+00,-6.10352E-03
1.5360768E+00,-3.66211E-03
1.5361229E+00,-3.66211E-03
1.5361690E+00,-4.63867E-03
1.5362150E+00,-7.08008E-03
1.5362611E+00,-5.61523E-03
1.5363072E+00,-3.17383E-03
1.5363533E+00,-3.66211E-03
1.5363994E+00,-7.08008E-03
1.5364454E+00,-5.12695E-03
1.5364915E+00,-5.61523E-03
1.5365376E+00,-5.12695E-03
1.5365837E+00,-5.61523E-03
1.5366298E+00,-7.08008E-03
1.5366758E+00,-6.59180E-03
1.5367219E+00,-5.61523E-03
1.5367680E+00,-5.12695E-03
1.5368141E+00,-4.63867E-03
1.5368602E+00,-5.61523E-03
1.5369062E+00,-5.61523E-03
1.5369523E+00,-5.12695E-03
1.5369984E+00,-5.12695E-03
1.5370445E+00,-5.61523E-03
1.5370906E+00,-7.08008E-03
1.5371366E+00,-4.63867E-03
1.5371827E+00,-9.52148E-03
1.5372288E+00,-7.08008E-03
1.5372749E+00,-3.66211E-03
1.5373210E+00,-6.59180E-03
1.5373670E+00,-2.19727E-03
1.5374131E+00,-1.04980E-02
1.5374592E+00,-9.03320E-03
1.5375053E+00,-1.00098E-02
1.5375514E+00,-5.61523E-03
1.5375974E+00,-3.66211E-03
1.5376435E+00,-6.10352E-03
1.5376896E+00,-5.12695E-03
1.5377357E+00,-5.61523E-03
1.5377818E+00,-6.10352E-03
1.5378278E+00,-4.15039E-03
1.5378739E+00,-6.59180E-03
1.5379200E+00,-3.66211E-03
1.5379661E+00,-5.61523E-03
1.5380122E+00,-5.61523E-03
1.5380582E+00,-7.08008E-03
1.5381043E+00,-5.61523E-03
1.5381504E+00,-5.12695E-03
1.5381965E+00,-3.17383E-03
1.5382426E+00,-6.10352E-03
1.5382886E+00,-5.61523E-03
1.5383347E+00,-5.61523E-03
1.5383808E+00,-8.54492E-03
1.5384269E+00,-1.14746E-02
1.5384730E+00,-4.15039E-03
1.5385190E+00,-6.10352E-03
1.5385651E+00,-5.61523E-03
1.5386112E+00,-4.15039E-03
1.5386573E+00,-4.63867E-03
1.5387034E+00,-7.56836E-03
1.5387494E+00,-3.66211E-03
1.5387955E+00,-6.10352E-03
1.5388416E+00,-3.66211E-03
1.5388877E+00,-5.12695E-03
1.5389338E+00,-7.08008E-03
1.5389798E+00,-5.61523E-03
1.5390259E+00,-3.66211E-03
1.5390720E+00,-5.12695E-03
1.5391181E+00,-6.10352E-03
1.5391642E+00,-7.08008E-03
1.5392102E+00,-7.08008E-03
1.5392563E+00,-5.61523E-03
1.5393024E+00,-4.63867E-03
1.5393485E+00,-3.66211E-03
1.5393946E+00,-6.59180E-03
1.5394406E+00,-3.17383E-03
1.5394867E+00,1.70898E-03
1.5395328E+00,-2.68555E-03
1.5395789E+00,-3.17383E-03
1.5396250E+00,-4.15039E-03
1.5396710E+00,-5.12695E-03
1.5397171E+00,-6.10352E-03
1.5397632E+00,-5.61523E-03
1.5398093E+00,-6.59180E-03
1.5398554E+00,-5.61523E-03
1.5399014E+00,-5.12695E-03
1.5399475E+00,-3.17383E-03
1.5399936E+00,-6.10352E-03
1.5400397E+00,-5.61523E-03
1.5400858E+00,-5.61523E-03
1.5401318E+00,-7.32422E-04
1.5401779E+00,-5.12695E-03
1.5402240E+00,-7.08008E-03
1.5402701E+00,-5.12695E-03
1.5403162E+00,-5.12695E-03
1.5403622E+00,-6.10352E-03
1.5404083E+00,-6.59180E-03
1.5404544E+00,-6.59180E-03
1.5405005E+00,-4.15039E-03
1.5405466E+00,-6.10352E-03
1.5405926E+00,-5.12695E-03
1.5406387E+00,-5.61523E-03
1.5406848E+00,-5.12695E-03
1.5407309E+00,-7.08008E-03
1.5407770E+00,-2.44141E-04
1.5408230E+00,-6.59180E-03
1.5408691E+00,-6.59180E-03
1.5409152E+00,-4.63867E-03
1.5409613E+00,-5.61523E-03
1.5410074E+00,-3.66211E-03
1.5410534E+00,-4.15039E-03
1.5410995E+00,-4.15039E-03
1.5411456E+00,-4.15039E-03
1.5411917E+00,-5.61523E-03
1.5412378E+00,-4.63867E-03
1.5412838E+00,-7.08008E-03
1.5413299E+00,-6.10352E-03
1.5413760E+00,-4.15039E-03
1.5414221E+00,-6.59180E-03
1.5414682E+00,-6.10352E-03
1.5415142E+00,-7.08008E-03
1.5415603E+00,-6.59180E-03
1.5416064E+00,-6.59180E-03
1.5416525E+00,-4.15039E-03
1.5416986E+00,-6.10352E-03
1.5417446E+00,-4.63867E-03
1.5417907E+00,-5.12695E-03
1.5418368E+00,-6.59180E-03
1.5418829E+00,-5.12695E-03
1.5419290E+00,-5.61523E-03
1.5419750E+00,-3.66211E-03
1.5420211E+00,-3.17383E-03
1.5420672E+00,-6.10352E-03
1.5421133E+00,-5.61523E-03
1.5421594E+00,-6.10352E-03
1.5422054E+00,-4.15039E-03
1.5422515E+00,-3.66211E-03
1.5422976E+00,-3.17383E-03
1.5423437E+00,-2.68555E-03
1.5423898E+00,-5.12695E-03
1.5424358E+00,-3.66211E-03
1.5424819E+00,-4.15039E-03
1.5425280E+00,-4.15039E-03
1.5425741E+00,-5.61523E-03
1.5426202E+00,-4.15039E-03
1.5426662E+00,-3.66211E-03
1.5427123E+00,-4.15039E-03
1.5427584E+00,-4.63867E-03
1.5428045E+00,-3.66211E-03
1.5428506E+00,-5.61523E-03
1.5428966E+00,-5.12695E-03
1.5429427E+00,-5.12695E-03
1.5429888E+00,-4.15039E-03
1.5430349E+00,-5.12695E-03
1.5430810E+00,-4.15039E-03
1.5431270E+00,-6.10352E-03
1.5431731E+00,-4.15039E-03
1.5432192E+00,-5.61523E-03
1.5432653E+00,-5.12695E-03
1.5433114E+00,-5.12695E-03
1.5433574E+00,-5.12695E-03
1.5434035E+00,-3.66211E-03
1.5434496E+00,-3.66211E-03
1.5434957E+00,-6.10352E-03
1.5435418E+00,-5.61523E-03
1.5435878E+00,-5.12695E-03
1.5436339E+00,-6.10352E-03
1.5436800E+00,-4.63867E-03
1.5437261E+00,-5.12695E-03
1.5437722E+00,-5.12695E-03
1.5438182E+00,-5.61523E-03
1.5438643E+00,-4.63867E-03
1.5439104E+00,-6.59180E-03
1.5439565E+00,-5.61523E-03
1.5440026E+00,-4.15039E-03
1.5440486E+00,-5.12695E-03
1.5440947E+00,-5.61523E-03
1.5441408E+00,-6.59180E-03
1.5441869E+00,-3.66211E-03
1.5442330E+00,-4.15039E-03
1.5442790E+00,-4.15039E-03
1.5443251E+00,-4.15039E-03
1.5443712E+00,-5.61523E-03
1.5444173E+00,-5.61523E-03
1.5444634E+00,-5.12695E-03
1.5445094E+00,-7.08008E-03
1.5445555E+00,-5.12695E-03
1.5446016E+00,-6.10352E-03
1.5446477E+00,-4.15039E-03
1.5446938E+00,-5.61523E-03
1.5447398E+00,-5.12695E-03
1.5447859E+00,-4.63867E-03
1.5448320E+00,-4.15039E-03
1.5448781E+00,-6.10352E-03
1.5449242E+00,-3.66211E-03
1.5449702E+00,-4.15039E-03
1.5450163E+00,-5.12695E-03
1.5450624E+00,-3.66211E-03
1.5451085E+00,-6.59180E-03
1.5451546E+00,-3.66211E-03
1.5452006E+00,-4.15039E-03
1.5452467E+00,-5.12695E-03
1.5452928E+00,-5.61523E-03
1.5453389E+00,-3.66211E-03
1.5453850E+00,-6.59180E-03
1.5454310E+00,-5.61523E-03
1.5454771E+00,-5.61523E-03
1.5455232E+00,-4.63867E-03
1.5455693E+00,-5.12695E-03
1.5456154E+00,-4.15039E-03
1.5456614E+00,-6.59180E-03
1.5457075E+00,-4.15039E-03
1.5457536E+00,-5.12695E-03
1.5457997E+00,-5.61523E-03
1.5458458E+00,-6.10352E-03
1.5458918E+00,-7.08008E-03
1.5459379E+00,-4.63867E-03
1.5459840E+00,-5.61523E-03
1.5460301E+00,-4.63867E-03
1.5460762E+00,-3.66211E-03
1.5461222E+00,-4.63867E-03
1.5461683E+00,-6.59180E-03
1.5462144E+00,-2.68555E-03
1.5462605E+00,-5.12695E-03
1.5463066E+00,1.70898E-03
1.5463526E+00,7.32422E-04
1.5463987E+00,-5.12695E-03
1.5464448E+00,-5.61523E-03
1.5464909E+00,-4.15039E-03
1.5465370E+00,-5.12695E-03
1.5465830E+00,-3.66211E-03
1.5466291E+00,-4.15039E-03
1.5466752E+00,-7.56836E-03
1.5467213E+00,-5.61523E-03
1.5467674E+00,-5.12695E-03
1.5468134E+00,-5.61523E-03
1.5468595E+00,-5.61523E-03
1.5469056E+00,-6.10352E-03
1.5469517E+00,-6.59180E-03
1.5469978E+00,-5.61523E-03
1.5470438E+00,-5.12695E-03
1.5470899E+00,-4.15039E-03
1.5471360E+00,-5.12695E-03
1.5471821E+00,-5.12695E-03
1.5472282E+00,-3.66211E-03
1.5472742E+00,-2.19727E-03
1.5473203E+00,-9.52148E-03
1.5473664E+00,-5.12695E-03
1.5474125E+00,-6.10352E-03
1.5474586E+00,-4.15039E-03
1.5475046E+00,-6.59180E-03
1.5475507E+00,-6.59180E-03
1.5475968E+00,-3.66211E-03
1.5476429E+00,-6.10352E-03
1.5476890E+00,-6.59180E-03
1.5477350E+00,-6.10352E-03
1.5477811E+00,-5.61523E-03
1.5478272E+00,-4.63867E-03
1.5478733E+00,-5.12695E-03
1.5479194E+00,-5.12695E-03
1.5479654E+00,-5.12695E-03
1.5480115E+00,-2.68555E-03
1.5480576E+00,-3.66211E-03
1.5481037E+00,-5.61523E-03
1.5481498E+00,2.68555E-03
1.5481958E+00,-6.10352E-03
1.5482419E+00,-5.61523E-03
1.5482880E+00,-4.15039E-03
1.5483341E+00,-6.59180E-03
1.5483802E+00,-7.08008E-03
1.5484262E+00,-6.10352E-03
1.5484723E+00,-4.15039E-03
1.5485184E+00,-3.66211E-03
1.5485645E+00,-2.68555E-03
1.5486106E+00,-4.63867E-03
1.5486566E+00,-3.66211E-03
1.5487027E+00,-5.61523E-03
1.5487488E+00,-3.66211E-03
1.5487949E+00,-7.08008E-03
1.5488410E+00,-5.12695E-03
1.5488870E+00,-5.12695E-03
1.5489331E+00,-5.61523E-03
1.5489792E+00,-6.59180E-03
1.5490253E+00,-5.61523E-03
1.5490714E+00,-6.10352E-03
1.5491174E+00,-5.12695E-03
1.5491635E+00,-5.12695E-03
1.5492096E+00,-4.63867E-03
1.5492557E+00,-6.10352E-03
1.5493018E+00,-7.56836E-03
1.5493478E+00,-4.15039E-03
1.5493939E+00,-5.61523E-03
1.5494400E+00,-5.12695E-03
1.5494861E+00,-5.61523E-03
1.5495322E+00,-7.56836E-03
1.5495782E+00,-2.68555E-03
1.5496243E+00,-3.66211E-03
1.5496704E+00,-2.68555E-03
1.5497165E+00,-5.12695E-03
1.5497626E+00,-5.61523E-03
1.5498086E+00,-5.12695E-03
1.5498547E+00,-6.10352E-03
1.5499008E+00,-3.66211E-03
1.5499469E+00,-7.08008E-03
1.5499930E+00,-5.12695E-03
1.5500390E+00,-6.59180E-03
1.5500851E+00,-5.12695E-03
1.5501312E+00,-5.12695E-03
1.5501773E+00,-5.12695E-03
1.5502234E+00,-7.08008E-03
1.5502694E+00,-6.59180E-03
1.5503155E+00,-4.15039E-03
1.5503616E+00,-6.59180E-03
1.5504077E+00,-5.61523E-03
1.5504538E+00,-5.61523E-03
1.5504998E+00,-6.59180E-03
1.5505459E+00,-5.61523E-03
1.5505920E+00,-6.59180E-03
1.5506381E+00,-4.63867E-03
1.5506842E+00,-4.15039E-03
1.5507302E+00,-6.59180E-03
1.5507763E+00,-5.61523E-03
1.5508224E+00,-6.10352E-03
1.5508685E+00,-6.10352E-03
1.5509146E+00,-5.61523E-03
1.5509606E+00,-6.59180E-03
1.5510067E+00,-5.12695E-03
1.5510528E+00,-5.12695E-03
1.5510989E+00,-5.12695E-03
1.5511450E+00,-5.61523E-03
1.5511910E+00,-5.12695E-03
1.5512371E+00,-6.10352E-03
1.5512832E+00,-5.12695E-03
1.5513293E+00,-5.61523E-03
1.5513754E+00,-7.08008E-03
1.5514214E+00,-5.12695E-03
1.5514675E+00,-4.63867E-03
1.5515136E+00,-5.61523E-03
1.5515597E+00,-6.10352E-03
1.5516058E+00,-5.12695E-03
1.5516518E+00,-9.52148E-03
1.5516979E+00,-5.12695E-03
1.5517440E+00,-4.15039E-03
1.5517901E+00,-4.15039E-03
1.5518362E+00,-7.08008E-03
1.5518822E+00,-6.59180E-03
1.5519283E+00,-4.63867E-03
1.5519744E+00,-4.15039E-03
1.5520205E+00,-7.56836E-03
1.5520666E+00,-5.61523E-03
1.5521126E+00,-5.61523E-03
1.5521587E+00,-6.10352E-03
1.5522048E+00,-6.10352E-03
1.5522509E+00,-3.66211E-03
1.5522970E+00,-5.61523E-03
1.5523430E+00,-4.63867E-03
1.5523891E+00,-7.08008E-03
1.5524352E+00,-6.10352E-03
1.5524813E+00,-5.61523E-03
1.5525274E+00,-4.15039E-03
1.5525734E+00,-6.10352E-03
1.5526195E+00,-4.63867E-03
1.5526656E+00,-3.66211E-03
1.5527117E+00,-5.12695E-03
1.5527578E+00,-6.59180E-03
1.5528038E+00,-4.63867E-03
1.5528499E+00,-5.12695E-03
1.5528960E+00,-5.12695E-03
1.5529421E+00,-4.15039E-03
1.5529882E+00,-1.24512E-02
1.5530342E+00,-6.10352E-03
1.5530803E+00,-5.61523E-03
1.5531264E+00,-3.66211E-03
1.5531725E+00,-5.12695E-03
1.5532186E+00,-5.61523E-03
1.5532646E+00,-3.66211E-03
1.5533107E+00,-4.63867E-03
1.5533568E+00,-7.08008E-03
1.5534029E+00,-6.10352E-03
1.5534490E+00,-3.66211E-03
1.5534950E+00,-5.61523E-03
1.5535411E+00,-5.61523E-03
1.5535872E+00,-6.59180E-03
1.5536333E+00,-7.08008E-03
1.5536794E+00,-5.12695E-03
1.5537254E+00,-5.12695E-03
1.5537715E+00,-5.12695E-03
1.5538176E+00,-4.63867E-03
1.5538637E+00,-4.15039E-03
1.5539098E+00,-5.12695E-03
1.5539558E+00,-5.61523E-03
1.5540019E+00,-1.70898E-03
1.5540480E+00,-6.10352E-03
1.5540941E+00,-4.15039E-03
1.5541402E+00,-4.63867E-03
1.5541862E+00,-6.10352E-03
1.5542323E+00,-5.61523E-03
1.5542784E+00,-3.66211E-03
1.5543245E+00,-5.61523E-03
1.5543706E+00,-5.61523E-03
1.5544166E+00,-4.63867E-03
1.5544627E+00,-4.15039E-03
1.5545088E+00,-5.12695E-03
1.5545549E+00,-5.12695E-03
1.5546010E+00,-4.63867E-03
1.5546470E+00,-4.63867E-03
1.5546931E+00,-6.59180E-03
1.5547392E+00,-5.12695E-03
1.5547853E+00,-5.12695E-03
1.5548314E+00,-3.66211E-03
1.5548774E+00,-5.61523E-03
1.5549235E+00,-5.12695E-03
1.5549696E+00,-4.15039E-03
1.5550157E+00,-6.10352E-03
1.5550618E+00,-4.63867E-03
1.5551078E+00,-4.15039E-03
1.5551539E+00,-4.15039E-03
1.5552000E+00,-5.61523E-03
1.5552461E+00,-2.44141E-04
1.5552922E+00,-8.54492E-03
1.5553382E+00,-5.61523E-03
1.5553843E+00,-4.15039E-03
1.5554304E+00,-5.12695E-03
1.5554765E+00,-5.61523E-03
1.5555226E+00,-4.15039E-03
1.5555686E+00,-5.12695E-03
1.5556147E+00,-6.59180E-03
1.5556608E+00,-5.61523E-03
1.5557069E+00,-4.63867E-03
1.5557530E+00,-5.12695E-03
1.5557990E+00,-5.61523E-03
1.5558451E+00,-3.66211E-03
1.5558912E+00,-6.59180E-03
1.5559373E+00,-7.08008E-03
1.5559834E+00,-4.63867E-03
1.5560294E+00,-5.61523E-03
1.5560755E+00,-5.12695E-03
1.5561216E+00,-5.61523E-03
1.5561677E+00,-4.15039E-03
1.5562138E+00,-5.12695E-03
1.5562598E+00,-4.15039E-03
1.5563059E+00,-4.15039E-03
1.5563520E+00,-5.12695E-03
1.5563981E+00,-5.61523E-03
1.5564442E+00,-6.10352E-03
1.5564902E+00,-6.59180E-03
1.5565363E+00,-7.08008E-03
1.5565824E+00,-5.12695E-03
1.5566285E+00,-5.61523E-03
1.5566746E+00,-5.61523E-03
1.5567206E+00,-6.10352E-03
1.5567667E+00,-3.66211E-03
1.5568128E+00,-5.12695E-03
1.5568589E+00,-2.19727E-03
1.5569050E+00,-5.12695E-03
1.5569510E+00,-3.17383E-03
1.5569971E+00,-4.63867E-03
1.5570432E+00,-9.52148E-03
1.5570893E+00,-9.03320E-03
1.5571354E+00,-9.52148E-03
1.5571814E+00,-6.10352E-03
1.5572275E+00,-6.10352E-03
1.5572736E+00,-7.08008E-03
1.5573197E+00,-5.12695E-03
1.5573658E+00,-6.10352E-03
1.5574118E+00,-5.61523E-03
1.5574579E+00,-3.66211E-03
1.5575040E+00,-6.59180E-03
1.5575501E+00,-5.61523E-03
1.5575962E+00,-4.15039E-03
1.5576422E+00,-5.61523E-03
1.5576883E+00,-5.12695E-03
1.5577344E+00,-6.59180E-03
1.5577805E+00,-4.63867E-03
1.5578266E+00,-5.12695E-03
1.5578726E+00,-5.61523E-03
1.5579187E+00,-6.59180E-03
1.5579648E+00,-1.19629E-02
1.5580109E+00,-6.59180E-03
1.5580570E+00,-5.61523E-03
1.5581030E+00,-5.61523E-03
1.5581491E+00,-4.15039E-03
1.5581952E+00,-1.09863E-02
1.5582413E+00,-4.63867E-03
1.5582874E+00,-4.15039E-03
1.5583334E+00,-6.10352E-03
1.5583795E+00,-3.66211E-03
1.5584256E+00,-5.61523E-03
1.5584717E+00,-4.63867E-03
1.5585178E+00,-4.63867E-03
1.5585638E+00,-5.12695E-03
1.5586099E+00,-5.61523E-03
1.5586560E+00,-1.70898E-03
1.5587021E+00,-8.05664E-03
1.5587482E+00,-2.19727E-03
1.5587942E+00,-7.08008E-03
1.5588403E+00,-8.05664E-03
1.5588864E+00,-6.59180E-03
1.5589325E+00,-4.15039E-03
1.5589786E+00,-5.61523E-03
1.5590246E+00,-5.12695E-03
1.5590707E+00,-4.63867E-03
1.5591168E+00,-5.61523E-03
1.5591629E+00,-4.15039E-03
1.5592090E+00,-6.10352E-03
1.5592550E+00,-5.61523E-03
1.5593011E+00,-7.08008E-03
1.5593472E+00,-5.12695E-03
1.5593933E+00,-6.59180E-03
1.5594394E+00,-5.12695E-03
1.5594854E+00,-3.66211E-03
1.5595315E+00,-3.17383E-03
1.5595776E+00,-6.10352E-03
1.5596237E+00,-6.10352E-03
1.5596698E+00,-2.19727E-03
1.5597158E+00,-7.08008E-03
1.5597619E+00,-6.10352E-03
1.5598080E+00,-4.15039E-03
1.5598541E+00,-5.12695E-03
1.5599002E+00,-6.59180E-03
1.5599462E+00,-4.63867E-03
1.5599923E+00,-6.10352E-03
1.5600384E+00,-6.10352E-03
1.5600845E+00,-6.59180E-03
1.5601306E+00,-7.08008E-03
1.5601766E+00,-4.15039E-03
1.5602227E+00,-6.10352E-03
1.5602688E+00,-3.66211E-03
1.5603149E+00,-5.61523E-03
1.5603610E+00,-5.61523E-03
1.5604070E+00,-1.70898E-03
1.5604531E+00,-4.15039E-03
1.5604992E+00,-3.66211E-03
1.5605453E+00,-7.08008E-03
1.5605914E+00,-6.59180E-03
1.5606374E+00,-3.66211E-03
1.5606835E+00,-5.12695E-03
1.5607296E+00,-5.12695E-03
1.5607757E+00,-5.12695E-03
1.5608218E+00,-6.10352E-03
1.5608678E+00,-4.15039E-03
1.5609139E+00,-7.08008E-03
1.5609600E+00,-6.59180E-03
1.5610061E+00,-5.12695E-03
1.5610522E+00,-6.10352E-03
1.5610982E+00,-9.03320E-03
1.5611443E+00,-2.68555E-03
1.5611904E+00,-6.59180E-03
1.5612365E+00,-6.10352E-03
1.5612826E+00,-3.66211E-03
1.5613286E+00,-5.12695E-03
1.5613747E+00,-5.61523E-03
1.5614208E+00,-6.59180E-03
1.5614669E+00,-5.61523E-03
1.5615130E+00,-2.44141E-04
1.5615590E+00,-4.63867E-03
1.5616051E+00,-4.63867E-03
1.5616512E+00,-5.12695E-03
1.5616973E+00,-6.10352E-03
1.5617434E+00,-5.12695E-03
1.5617894E+00,-6.59180E-03
1.5618355E+00,-5.61523E-03
1.5618816E+00,-5.61523E-03
1.5619277E+00,-5.61523E-03
1.5619738E+00,-7.56836E-03
1.5620198E+00,-7.08008E-03
1.5620659E+00,-7.08008E-03
1.5621120E+00,-4.63867E-03
1.5621581E+00,-4.63867E-03
1.5622042E+00,-5.12695E-03
1.5622502E+00,-3.66211E-03
1.5622963E+00,-5.61523E-03
1.5623424E+00,-5.61523E-03
1.5623885E+00,-6.10352E-03
1.5624346E+00,-5.12695E-03
1.5624806E+00,-5.12695E-03
1.5625267E+00,-6.59180E-03
1.5625728E+00,-4.63867E-03
1.5626189E+00,-5.12695E-03
1.5626650E+00,-3.66211E-03
1.5627110E+00,-3.66211E-03
1.5627571E+00,-6.59180E-03
1.5628032E+00,-6.59180E-03
1.5628493E+00,-4.15039E-03
1.5628954E+00,-6.10352E-03
1.5629414E+00,-6.10352E-03
1.5629875E+00,-5.61523E-03
1.5630336E+00,-7.08008E-03
1.5630797E+00,-6.59180E-03
1.5631258E+00,-3.66211E-03
1.5631718E+00,-5.61523E-03
1.5632179E+00,-6.10352E-03
1.5632640E+00,-4.15039E-03
1.5633101E+00,-4.63867E-03
1.5633562E+00,-2.68555E-03
1.5634022E+00,-7.56836E-03
1.5634483E+00,-3.66211E-03
1.5634944E+00,-1.70898E-03
1.5635405E+00,-5.12695E-03
1.5635866E+00,-5.12695E-03
1.5636326E+00,-4.15039E-03
1.5636787E+00,-4.15039E-03
1.5637248E+00,-4.63867E-03
1.5637709E+00,-3.66211E-03
1.5638170E+00,-7.08008E-03
1.5638630E+00,-4.63867E-03
1.5639091E+00,-7.08008E-03
1.5639552E+00,-4.63867E-03
1.5640013E+00,-5.12695E-03
1.5640474E+00,-6.10352E-03
1.5640934E+00,-6.59180E-03
1.5641395E+00,-6.59180E-03
1.5641856E+00,-4.15039E-03
1.5642317E+00,-6.59180E-03
1.5642778E+00,-4.63867E-03
1.5643238E+00,-5.61523E-03
1.5643699E+00,-5.61523E-03
1.5644160E+00,-5.61523E-03
1.5644621E+00,-6.59180E-03
1.5645082E+00,-1.70898E-03
1.5645542E+00,-7.08008E-03
1.5646003E+00,-6.59180E-03
1.5646464E+00,-6.59180E-03
1.5646925E+00,-4.63867E-03
1.5647386E+00,-7.08008E-03
1.5647846E+00,-6.59180E-03
1.5648307E+00,-7.08008E-03
1.5648768E+00,-3.66211E-03
1.5649229E+00,-5.12695E-03
1.5649690E+00,-4.15039E-03
1.5650150E+00,-4.63867E-03
1.5650611E+00,-5.12695E-03
1.5651072E+00,-5.61523E-03
1.5651533E+00,-4.15039E-03
1.5651994E+00,-9.03320E-03
1.5652454E+00,-3.66211E-03
